ICD9Code,Alternate Code,ICD10Code,Invalid Gender,Concept Name
65430,654.30,O34.539,M,Retrovert uterus-unspec
65431,654.31,O34.511,M,Retrovert uterus-deliver
65431,654.31,O34.512,M,Retrovert uterus-deliver
65431,654.31,O34.513,M,Retrovert uterus-deliver
65431,654.31,O34.531,M,Retrovert uterus-deliver
65431,654.31,O34.532,M,Retrovert uterus-deliver
65431,654.31,O34.533,M,Retrovert uterus-deliver
65432,654.32,O34.511,M,Retrovert uter-del w p/p
65432,654.32,O34.512,M,Retrovert uter-del w p/p
65432,654.32,O34.513,M,Retrovert uter-del w p/p
65432,654.32,O34.531,M,Retrovert uter-del w p/p
65432,654.32,O34.532,M,Retrovert uter-del w p/p
65432,654.32,O34.533,M,Retrovert uter-del w p/p
65433,654.33,O34.511,M,Retrovert uter-antepart
65433,654.33,O34.512,M,Retrovert uter-antepart
65433,654.33,O34.513,M,Retrovert uter-antepart
65433,654.33,O34.531,M,Retrovert uter-antepart
65433,654.33,O34.532,M,Retrovert uter-antepart
65433,654.33,O34.533,M,Retrovert uter-antepart
65434,654.34,O34.511,M,Retrovert uter-postpart
65434,654.34,O34.512,M,Retrovert uter-postpart
65434,654.34,O34.513,M,Retrovert uter-postpart
65434,654.34,O34.531,M,Retrovert uter-postpart
65434,654.34,O34.532,M,Retrovert uter-postpart
65434,654.34,O34.533,M,Retrovert uter-postpart
65440,654.40,O34.529,M,Abn grav uterus NEC-unsp
65440,654.40,O34.599,M,Abn grav uterus NEC-unsp
65441,654.41,O34.521,M,Abn uterus NEC-delivered
65441,654.41,O34.522,M,Abn uterus NEC-delivered
65441,654.41,O34.523,M,Abn uterus NEC-delivered
65441,654.41,O34.591,M,Abn uterus NEC-delivered
65441,654.41,O34.592,M,Abn uterus NEC-delivered
65441,654.41,O34.593,M,Abn uterus NEC-delivered
65442,654.42,O34.591,M,Abn uterus NEC-del w p/p
65442,654.42,O34.592,M,Abn uterus NEC-del w p/p
65442,654.42,O34.593,M,Abn uterus NEC-del w p/p
65443,654.43,O34.521,M,Abn uterus NEC-antepart
65443,654.43,O34.522,M,Abn uterus NEC-antepart
65443,654.43,O34.523,M,Abn uterus NEC-antepart
65443,654.43,O34.591,M,Abn uterus NEC-antepart
65443,654.43,O34.592,M,Abn uterus NEC-antepart
65443,654.43,O34.593,M,Abn uterus NEC-antepart
65444,654.44,O34.591,M,Abn uterus NEC-postpart
65444,654.44,O34.592,M,Abn uterus NEC-postpart
65444,654.44,O34.593,M,Abn uterus NEC-postpart
65450,654.50,O34.30,M,Cerv incompet preg-unsp
65451,654.51,O34.31,M,Cervical incompet-deliv
65451,654.51,O34.32,M,Cervical incompet-deliv
65451,654.51,O34.33,M,Cervical incompet-deliv
65452,654.52,O34.31,M,Cerv incompet-del w p/p
65452,654.52,O34.32,M,Cerv incompet-del w p/p
65452,654.52,O34.33,M,Cerv incompet-del w p/p
65453,654.53,O34.31,M,Cerv incompet-antepartum
65453,654.53,O34.32,M,Cerv incompet-antepartum
65453,654.53,O34.33,M,Cerv incompet-antepartum
65454,654.54,O34.31,M,Cerv incompet-postpartum
65454,654.54,O34.32,M,Cerv incompet-postpartum
65454,654.54,O34.33,M,Cerv incompet-postpartum
65460,654.60,O34.40,M,Abn cervix NEC preg-unsp
65461,654.61,O34.41,M,Abn cervix NEC-delivered
65461,654.61,O34.42,M,Abn cervix NEC-delivered
65461,654.61,O34.43,M,Abn cervix NEC-delivered
65462,654.62,O34.41,M,Abn cervix NEC-del w p/p
65462,654.62,O34.42,M,Abn cervix NEC-del w p/p
65462,654.62,O34.43,M,Abn cervix NEC-del w p/p
65463,654.63,O34.41,M,Abn cervix NEC-antepart
65463,654.63,O34.42,M,Abn cervix NEC-antepart
65463,654.63,O34.43,M,Abn cervix NEC-antepart
65464,654.64,O34.41,M,Abn cervix NEC-postpart
65464,654.64,O34.42,M,Abn cervix NEC-postpart
65464,654.64,O34.43,M,Abn cervix NEC-postpart
65470,654.70,O34.60,M,Abn vagina in preg-unsp
65471,654.71,O34.61,M,Abnorm vagina-delivered
65471,654.71,O34.62,M,Abnorm vagina-delivered
65471,654.71,O34.63,M,Abnorm vagina-delivered
65472,654.72,O34.61,M,Abnorm vagina-del w p/p
65472,654.72,O34.62,M,Abnorm vagina-del w p/p
65472,654.72,O34.63,M,Abnorm vagina-del w p/p
65473,654.73,O34.61,M,Abnorm vagina-antepartum
65473,654.73,O34.62,M,Abnorm vagina-antepartum
65473,654.73,O34.63,M,Abnorm vagina-antepartum
65474,654.74,O34.61,M,Abnorm vagina-postpartum
65474,654.74,O34.62,M,Abnorm vagina-postpartum
65474,654.74,O34.63,M,Abnorm vagina-postpartum
65480,654.80,O34.70,M,Abn vulva in preg-unspec
65481,654.81,O34.71,M,Abnormal vulva-delivered
65481,654.81,O34.72,M,Abnormal vulva-delivered
65481,654.81,O34.73,M,Abnormal vulva-delivered
65482,654.82,O34.71,M,Abnormal vulva-del w p/p
65482,654.82,O34.72,M,Abnormal vulva-del w p/p
65482,654.82,O34.73,M,Abnormal vulva-del w p/p
65483,654.83,O34.71,M,Abnormal vulva-antepart
65483,654.83,O34.72,M,Abnormal vulva-antepart
65483,654.83,O34.73,M,Abnormal vulva-antepart
65484,654.84,O34.71,M,Abnormal vulva-postpart
65484,654.84,O34.72,M,Abnormal vulva-postpart
65484,654.84,O34.73,M,Abnormal vulva-postpart
65490,654.90,O34.80,M,Abn pel NEC in preg-unsp
65490,654.90,O34.90,M,Abn pel NEC in preg-unsp
65491,654.91,O34.29,M,Abn pelv org NEC-deliver
65491,654.91,O34.81,M,Abn pelv org NEC-deliver
65491,654.91,O34.82,M,Abn pelv org NEC-deliver
65491,654.91,O34.83,M,Abn pelv org NEC-deliver
65491,654.91,O34.91,M,Abn pelv org NEC-deliver
65491,654.91,O34.92,M,Abn pelv org NEC-deliver
65491,654.91,O34.93,M,Abn pelv org NEC-deliver
65491,654.91,O65.8,M,Abn pelv org NEC-deliver
65491,654.91,O65.9,M,Abn pelv org NEC-deliver
65492,654.92,O34.81,M,Abn pelv NEC-deliv w p/p
65492,654.92,O34.82,M,Abn pelv NEC-deliv w p/p
65492,654.92,O34.83,M,Abn pelv NEC-deliv w p/p
65492,654.92,O34.91,M,Abn pelv NEC-deliv w p/p
65492,654.92,O34.92,M,Abn pelv NEC-deliv w p/p
65492,654.92,O34.93,M,Abn pelv NEC-deliv w p/p
65493,654.93,O34.29,M,Abn pelv org NEC-antepar
65493,654.93,O34.81,M,Abn pelv org NEC-antepar
65493,654.93,O34.82,M,Abn pelv org NEC-antepar
65493,654.93,O34.83,M,Abn pelv org NEC-antepar
65493,654.93,O34.91,M,Abn pelv org NEC-antepar
65493,654.93,O34.92,M,Abn pelv org NEC-antepar
65493,654.93,O34.93,M,Abn pelv org NEC-antepar
65494,654.94,O34.81,M,Abn pelv org NEC-postpar
65494,654.94,O34.82,M,Abn pelv org NEC-postpar
65494,654.94,O34.83,M,Abn pelv org NEC-postpar
65494,654.94,O34.91,M,Abn pelv org NEC-postpar
65494,654.94,O34.92,M,Abn pelv org NEC-postpar
65494,654.94,O34.93,M,Abn pelv org NEC-postpar
65500,655.00,O35.0XX0,M,Fetal cns malform-unspec
65501,655.01,O35.0XX0,M,Fetal cns malform-deliv
65501,655.01,O35.0XX1,M,Fetal cns malform-deliv
65501,655.01,O35.0XX2,M,Fetal cns malform-deliv
65501,655.01,O35.0XX3,M,Fetal cns malform-deliv
65501,655.01,O35.0XX4,M,Fetal cns malform-deliv
65501,655.01,O35.0XX5,M,Fetal cns malform-deliv
65501,655.01,O35.0XX9,M,Fetal cns malform-deliv
65503,655.03,O35.0XX0,M,Fetal cns malfor-antepar
65503,655.03,O35.0XX1,M,Fetal cns malfor-antepar
65503,655.03,O35.0XX2,M,Fetal cns malfor-antepar
65503,655.03,O35.0XX3,M,Fetal cns malfor-antepar
65503,655.03,O35.0XX4,M,Fetal cns malfor-antepar
65503,655.03,O35.0XX5,M,Fetal cns malfor-antepar
65503,655.03,O35.0XX9,M,Fetal cns malfor-antepar
65510,655.10,O35.1XX0,M,Fetal chromos abn-unspec
65511,655.11,O35.1XX0,M,Fetal chromoso abn-deliv
65511,655.11,O35.1XX1,M,Fetal chromoso abn-deliv
65511,655.11,O35.1XX2,M,Fetal chromoso abn-deliv
65511,655.11,O35.1XX3,M,Fetal chromoso abn-deliv
65511,655.11,O35.1XX4,M,Fetal chromoso abn-deliv
65511,655.11,O35.1XX5,M,Fetal chromoso abn-deliv
65511,655.11,O35.1XX9,M,Fetal chromoso abn-deliv
65513,655.13,O35.1XX0,M,Fet chromo abn-antepart
65513,655.13,O35.1XX1,M,Fet chromo abn-antepart
65513,655.13,O35.1XX2,M,Fet chromo abn-antepart
65513,655.13,O35.1XX3,M,Fet chromo abn-antepart
65513,655.13,O35.1XX4,M,Fet chromo abn-antepart
65513,655.13,O35.1XX5,M,Fet chromo abn-antepart
65513,655.13,O35.1XX9,M,Fet chromo abn-antepart
65520,655.20,O35.2XX0,M,Famil heredit dis-unspec
65521,655.21,O35.2XX0,M,Famil heredit dis-deliv
65521,655.21,O35.2XX1,M,Famil heredit dis-deliv
65521,655.21,O35.2XX2,M,Famil heredit dis-deliv
65521,655.21,O35.2XX3,M,Famil heredit dis-deliv
65521,655.21,O35.2XX4,M,Famil heredit dis-deliv
65521,655.21,O35.2XX5,M,Famil heredit dis-deliv
65521,655.21,O35.2XX9,M,Famil heredit dis-deliv
65523,655.23,O35.2XX0,M,Famil hered dis-antepart
65523,655.23,O35.2XX1,M,Famil hered dis-antepart
65523,655.23,O35.2XX2,M,Famil hered dis-antepart
65523,655.23,O35.2XX3,M,Famil hered dis-antepart
65523,655.23,O35.2XX4,M,Famil hered dis-antepart
65523,655.23,O35.2XX5,M,Famil hered dis-antepart
65523,655.23,O35.2XX9,M,Famil hered dis-antepart
65530,655.30,O35.3XX0,M,Fet damg d/t virus-unsp
65531,655.31,O35.3XX0,M,Fet damg d/t virus-deliv
65531,655.31,O35.3XX1,M,Fet damg d/t virus-deliv
65531,655.31,O35.3XX2,M,Fet damg d/t virus-deliv
65531,655.31,O35.3XX3,M,Fet damg d/t virus-deliv
65531,655.31,O35.3XX4,M,Fet damg d/t virus-deliv
65531,655.31,O35.3XX5,M,Fet damg d/t virus-deliv
65531,655.31,O35.3XX9,M,Fet damg d/t virus-deliv
65533,655.33,O35.3XX0,M,Fet damg d/t virus-antep
65533,655.33,O35.3XX1,M,Fet damg d/t virus-antep
65533,655.33,O35.3XX2,M,Fet damg d/t virus-antep
65533,655.33,O35.3XX3,M,Fet damg d/t virus-antep
65533,655.33,O35.3XX4,M,Fet damg d/t virus-antep
65533,655.33,O35.3XX5,M,Fet damg d/t virus-antep
65533,655.33,O35.3XX9,M,Fet damg d/t virus-antep
65540,655.40,O35.4XX0,M,Fet damg d/t dis-unspec
65541,655.41,O35.4XX0,M,Fet damg d/t dis-deliver
65541,655.41,O35.4XX1,M,Fet damg d/t dis-deliver
65541,655.41,O35.4XX2,M,Fet damg d/t dis-deliver
65541,655.41,O35.4XX3,M,Fet damg d/t dis-deliver
65541,655.41,O35.4XX4,M,Fet damg d/t dis-deliver
65541,655.41,O35.4XX5,M,Fet damg d/t dis-deliver
65541,655.41,O35.4XX9,M,Fet damg d/t dis-deliver
65543,655.43,O35.4XX0,M,Fet damg d/t dis-antepar
65543,655.43,O35.4XX1,M,Fet damg d/t dis-antepar
65543,655.43,O35.4XX2,M,Fet damg d/t dis-antepar
65543,655.43,O35.4XX3,M,Fet damg d/t dis-antepar
65543,655.43,O35.4XX4,M,Fet damg d/t dis-antepar
65543,655.43,O35.4XX5,M,Fet damg d/t dis-antepar
65543,655.43,O35.4XX9,M,Fet damg d/t dis-antepar
65550,655.50,O35.5XX0,M,Fetal damg d/t drug-unsp
65551,655.51,O35.5XX0,M,Fet damag d/t drug-deliv
65551,655.51,O35.5XX1,M,Fet damag d/t drug-deliv
65551,655.51,O35.5XX2,M,Fet damag d/t drug-deliv
65551,655.51,O35.5XX3,M,Fet damag d/t drug-deliv
65551,655.51,O35.5XX4,M,Fet damag d/t drug-deliv
65551,655.51,O35.5XX5,M,Fet damag d/t drug-deliv
65551,655.51,O35.5XX9,M,Fet damag d/t drug-deliv
65553,655.53,O35.5XX0,M,Fet damg d/t drug-antepa
65553,655.53,O35.5XX1,M,Fet damg d/t drug-antepa
65553,655.53,O35.5XX2,M,Fet damg d/t drug-antepa
65553,655.53,O35.5XX3,M,Fet damg d/t drug-antepa
65553,655.53,O35.5XX4,M,Fet damg d/t drug-antepa
65553,655.53,O35.5XX5,M,Fet damg d/t drug-antepa
65553,655.53,O35.5XX9,M,Fet damg d/t drug-antepa
65560,655.60,O35.6XX0,M,Radiat fetal damag-unsp
65561,655.61,O35.6XX0,M,Radiat fetal damag-deliv
65561,655.61,O35.6XX1,M,Radiat fetal damag-deliv
65561,655.61,O35.6XX2,M,Radiat fetal damag-deliv
65561,655.61,O35.6XX3,M,Radiat fetal damag-deliv
65561,655.61,O35.6XX4,M,Radiat fetal damag-deliv
65561,655.61,O35.6XX5,M,Radiat fetal damag-deliv
65561,655.61,O35.6XX9,M,Radiat fetal damag-deliv
65563,655.63,O35.6XX0,M,Radiat fet damag-antepar
65563,655.63,O35.6XX1,M,Radiat fet damag-antepar
65563,655.63,O35.6XX2,M,Radiat fet damag-antepar
65563,655.63,O35.6XX3,M,Radiat fet damag-antepar
65563,655.63,O35.6XX4,M,Radiat fet damag-antepar
65563,655.63,O35.6XX5,M,Radiat fet damag-antepar
65563,655.63,O35.6XX9,M,Radiat fet damag-antepar
65570,655.70,O36.8190,M,Decrease fetl movmt unsp
65571,655.71,O36.8120,M,Decrease fetal movmt del
65571,655.71,O36.8130,M,Decrease fetal movmt del
65571,655.71,O36.8121,M,Decrease fetal movmt del
65571,655.71,O36.8122,M,Decrease fetal movmt del
65571,655.71,O36.8123,M,Decrease fetal movmt del
65571,655.71,O36.8124,M,Decrease fetal movmt del
65571,655.71,O36.8125,M,Decrease fetal movmt del
65571,655.71,O36.8129,M,Decrease fetal movmt del
65571,655.71,O36.8131,M,Decrease fetal movmt del
65571,655.71,O36.8132,M,Decrease fetal movmt del
65571,655.71,O36.8133,M,Decrease fetal movmt del
65571,655.71,O36.8134,M,Decrease fetal movmt del
65571,655.71,O36.8135,M,Decrease fetal movmt del
65571,655.71,O36.8139,M,Decrease fetal movmt del
65573,655.73,O36.8120,M,Dec fetal movmt antepart
65573,655.73,O36.8130,M,Dec fetal movmt antepart
65573,655.73,O36.8190,M,Dec fetal movmt antepart
65573,655.73,O36.8121,M,Dec fetal movmt antepart
65573,655.73,O36.8122,M,Dec fetal movmt antepart
65573,655.73,O36.8123,M,Dec fetal movmt antepart
65573,655.73,O36.8124,M,Dec fetal movmt antepart
65573,655.73,O36.8125,M,Dec fetal movmt antepart
65573,655.73,O36.8129,M,Dec fetal movmt antepart
65573,655.73,O36.8131,M,Dec fetal movmt antepart
65573,655.73,O36.8132,M,Dec fetal movmt antepart
65573,655.73,O36.8133,M,Dec fetal movmt antepart
65573,655.73,O36.8134,M,Dec fetal movmt antepart
65573,655.73,O36.8135,M,Dec fetal movmt antepart
65573,655.73,O36.8139,M,Dec fetal movmt antepart
65573,655.73,O36.8191,M,Dec fetal movmt antepart
65573,655.73,O36.8192,M,Dec fetal movmt antepart
65573,655.73,O36.8193,M,Dec fetal movmt antepart
65573,655.73,O36.8194,M,Dec fetal movmt antepart
65573,655.73,O36.8195,M,Dec fetal movmt antepart
65573,655.73,O36.8199,M,Dec fetal movmt antepart
65580,655.80,O35.8XX0,M,Fetal abnorm NEC-unspec
65581,655.81,O35.8XX0,M,Fetal abnorm NEC-deliver
65581,655.81,O35.8XX1,M,Fetal abnorm NEC-deliver
65581,655.81,O35.8XX2,M,Fetal abnorm NEC-deliver
65581,655.81,O35.8XX3,M,Fetal abnorm NEC-deliver
65581,655.81,O35.8XX4,M,Fetal abnorm NEC-deliver
65581,655.81,O35.8XX5,M,Fetal abnorm NEC-deliver
65581,655.81,O35.8XX9,M,Fetal abnorm NEC-deliver
65583,655.83,O35.8XX0,M,Fetal abnorm NEC-antepar
65583,655.83,O35.8XX1,M,Fetal abnorm NEC-antepar
65583,655.83,O35.8XX2,M,Fetal abnorm NEC-antepar
65583,655.83,O35.8XX3,M,Fetal abnorm NEC-antepar
65583,655.83,O35.8XX4,M,Fetal abnorm NEC-antepar
65583,655.83,O35.8XX5,M,Fetal abnorm NEC-antepar
65583,655.83,O35.8XX9,M,Fetal abnorm NEC-antepar
65590,655.90,O35.9XX0,M,Fetal abnorm NOS-unspec
65591,655.91,O35.9XX0,M,Fetal abnorm NOS-deliver
65591,655.91,O35.9XX1,M,Fetal abnorm NOS-deliver
65591,655.91,O35.9XX2,M,Fetal abnorm NOS-deliver
65591,655.91,O35.9XX3,M,Fetal abnorm NOS-deliver
65591,655.91,O35.9XX4,M,Fetal abnorm NOS-deliver
65591,655.91,O35.9XX5,M,Fetal abnorm NOS-deliver
65591,655.91,O35.9XX9,M,Fetal abnorm NOS-deliver
65593,655.93,O35.9XX0,M,Fetal abnorm NOS-antepar
65593,655.93,O35.9XX1,M,Fetal abnorm NOS-antepar
65593,655.93,O35.9XX2,M,Fetal abnorm NOS-antepar
65593,655.93,O35.9XX3,M,Fetal abnorm NOS-antepar
65593,655.93,O35.9XX4,M,Fetal abnorm NOS-antepar
65593,655.93,O35.9XX5,M,Fetal abnorm NOS-antepar
65593,655.93,O35.9XX9,M,Fetal abnorm NOS-antepar
65600,656.00,O43.019,M,Fetal-maternal hem-unsp
65601,656.01,O43.011,M,Fetal-maternal hem-deliv
65601,656.01,O43.012,M,Fetal-maternal hem-deliv
65601,656.01,O43.013,M,Fetal-maternal hem-deliv
65603,656.03,O43.011,M,Fetal-matern hem-antepar
65603,656.03,O43.012,M,Fetal-matern hem-antepar
65603,656.03,O43.013,M,Fetal-matern hem-antepar
65610,656.10,O36.0190,M,Rh isoimmunization-unsp
65610,656.10,O36.0990,M,Rh isoimmunization-unsp
65610,656.10,O36.0191,M,Rh isoimmunization-unsp
65610,656.10,O36.0192,M,Rh isoimmunization-unsp
65610,656.10,O36.0193,M,Rh isoimmunization-unsp
65610,656.10,O36.0194,M,Rh isoimmunization-unsp
65610,656.10,O36.0195,M,Rh isoimmunization-unsp
65610,656.10,O36.0199,M,Rh isoimmunization-unsp
65610,656.10,O36.0991,M,Rh isoimmunization-unsp
65610,656.10,O36.0992,M,Rh isoimmunization-unsp
65610,656.10,O36.0993,M,Rh isoimmunization-unsp
65610,656.10,O36.0994,M,Rh isoimmunization-unsp
65610,656.10,O36.0995,M,Rh isoimmunization-unsp
65610,656.10,O36.0999,M,Rh isoimmunization-unsp
65611,656.11,O36.0110,M,Rh isoimmunizat-deliver
65611,656.11,O36.0120,M,Rh isoimmunizat-deliver
65611,656.11,O36.0130,M,Rh isoimmunizat-deliver
65611,656.11,O36.0910,M,Rh isoimmunizat-deliver
65611,656.11,O36.0920,M,Rh isoimmunizat-deliver
65611,656.11,O36.0930,M,Rh isoimmunizat-deliver
65611,656.11,O36.0111,M,Rh isoimmunizat-deliver
65611,656.11,O36.0112,M,Rh isoimmunizat-deliver
65611,656.11,O36.0113,M,Rh isoimmunizat-deliver
65611,656.11,O36.0114,M,Rh isoimmunizat-deliver
65611,656.11,O36.0115,M,Rh isoimmunizat-deliver
65611,656.11,O36.0119,M,Rh isoimmunizat-deliver
65611,656.11,O36.0121,M,Rh isoimmunizat-deliver
65611,656.11,O36.0122,M,Rh isoimmunizat-deliver
65611,656.11,O36.0123,M,Rh isoimmunizat-deliver
65611,656.11,O36.0124,M,Rh isoimmunizat-deliver
65611,656.11,O36.0125,M,Rh isoimmunizat-deliver
65611,656.11,O36.0129,M,Rh isoimmunizat-deliver
65611,656.11,O36.0131,M,Rh isoimmunizat-deliver
65611,656.11,O36.0132,M,Rh isoimmunizat-deliver
65611,656.11,O36.0133,M,Rh isoimmunizat-deliver
65611,656.11,O36.0134,M,Rh isoimmunizat-deliver
65611,656.11,O36.0135,M,Rh isoimmunizat-deliver
65611,656.11,O36.0139,M,Rh isoimmunizat-deliver
65611,656.11,O36.0911,M,Rh isoimmunizat-deliver
65611,656.11,O36.0912,M,Rh isoimmunizat-deliver
65611,656.11,O36.0913,M,Rh isoimmunizat-deliver
65611,656.11,O36.0914,M,Rh isoimmunizat-deliver
65611,656.11,O36.0915,M,Rh isoimmunizat-deliver
65611,656.11,O36.0919,M,Rh isoimmunizat-deliver
65611,656.11,O36.0921,M,Rh isoimmunizat-deliver
65611,656.11,O36.0922,M,Rh isoimmunizat-deliver
65611,656.11,O36.0923,M,Rh isoimmunizat-deliver
65611,656.11,O36.0924,M,Rh isoimmunizat-deliver
65611,656.11,O36.0925,M,Rh isoimmunizat-deliver
65611,656.11,O36.0929,M,Rh isoimmunizat-deliver
65611,656.11,O36.0931,M,Rh isoimmunizat-deliver
65611,656.11,O36.0932,M,Rh isoimmunizat-deliver
65611,656.11,O36.0933,M,Rh isoimmunizat-deliver
65611,656.11,O36.0934,M,Rh isoimmunizat-deliver
65611,656.11,O36.0935,M,Rh isoimmunizat-deliver
65611,656.11,O36.0939,M,Rh isoimmunizat-deliver
65613,656.13,O36.0110,M,Rh isoimmunizat-antepart
65613,656.13,O36.0120,M,Rh isoimmunizat-antepart
65613,656.13,O36.0130,M,Rh isoimmunizat-antepart
65613,656.13,O36.0910,M,Rh isoimmunizat-antepart
65613,656.13,O36.0920,M,Rh isoimmunizat-antepart
65613,656.13,O36.0930,M,Rh isoimmunizat-antepart
65613,656.13,O36.0111,M,Rh isoimmunizat-antepart
65613,656.13,O36.0112,M,Rh isoimmunizat-antepart
65613,656.13,O36.0113,M,Rh isoimmunizat-antepart
65613,656.13,O36.0114,M,Rh isoimmunizat-antepart
65613,656.13,O36.0115,M,Rh isoimmunizat-antepart
65613,656.13,O36.0119,M,Rh isoimmunizat-antepart
65613,656.13,O36.0121,M,Rh isoimmunizat-antepart
65613,656.13,O36.0122,M,Rh isoimmunizat-antepart
65613,656.13,O36.0123,M,Rh isoimmunizat-antepart
65613,656.13,O36.0124,M,Rh isoimmunizat-antepart
65613,656.13,O36.0125,M,Rh isoimmunizat-antepart
65613,656.13,O36.0129,M,Rh isoimmunizat-antepart
65613,656.13,O36.0131,M,Rh isoimmunizat-antepart
65613,656.13,O36.0132,M,Rh isoimmunizat-antepart
65613,656.13,O36.0133,M,Rh isoimmunizat-antepart
65613,656.13,O36.0134,M,Rh isoimmunizat-antepart
65613,656.13,O36.0135,M,Rh isoimmunizat-antepart
65613,656.13,O36.0139,M,Rh isoimmunizat-antepart
65613,656.13,O36.0911,M,Rh isoimmunizat-antepart
65613,656.13,O36.0912,M,Rh isoimmunizat-antepart
65613,656.13,O36.0913,M,Rh isoimmunizat-antepart
65613,656.13,O36.0914,M,Rh isoimmunizat-antepart
65613,656.13,O36.0915,M,Rh isoimmunizat-antepart
65613,656.13,O36.0919,M,Rh isoimmunizat-antepart
65613,656.13,O36.0921,M,Rh isoimmunizat-antepart
65613,656.13,O36.0922,M,Rh isoimmunizat-antepart
65613,656.13,O36.0923,M,Rh isoimmunizat-antepart
65613,656.13,O36.0924,M,Rh isoimmunizat-antepart
65613,656.13,O36.0925,M,Rh isoimmunizat-antepart
65613,656.13,O36.0929,M,Rh isoimmunizat-antepart
65613,656.13,O36.0931,M,Rh isoimmunizat-antepart
65613,656.13,O36.0932,M,Rh isoimmunizat-antepart
65613,656.13,O36.0933,M,Rh isoimmunizat-antepart
65613,656.13,O36.0934,M,Rh isoimmunizat-antepart
65613,656.13,O36.0935,M,Rh isoimmunizat-antepart
65613,656.13,O36.0939,M,Rh isoimmunizat-antepart
65620,656.20,O36.1190,M,Abo isoimmunization-unsp
65620,656.20,O36.1990,M,Abo isoimmunization-unsp
65620,656.20,O36.1191,M,Abo isoimmunization-unsp
65620,656.20,O36.1192,M,Abo isoimmunization-unsp
65620,656.20,O36.1193,M,Abo isoimmunization-unsp
65620,656.20,O36.1194,M,Abo isoimmunization-unsp
65620,656.20,O36.1195,M,Abo isoimmunization-unsp
65620,656.20,O36.1199,M,Abo isoimmunization-unsp
65620,656.20,O36.1991,M,Abo isoimmunization-unsp
65620,656.20,O36.1992,M,Abo isoimmunization-unsp
65620,656.20,O36.1993,M,Abo isoimmunization-unsp
65620,656.20,O36.1994,M,Abo isoimmunization-unsp
65620,656.20,O36.1995,M,Abo isoimmunization-unsp
65620,656.20,O36.1999,M,Abo isoimmunization-unsp
65621,656.21,O36.1110,M,Abo isoimmunizat-deliver
65621,656.21,O36.1120,M,Abo isoimmunizat-deliver
65621,656.21,O36.1130,M,Abo isoimmunizat-deliver
65621,656.21,O36.1910,M,Abo isoimmunizat-deliver
65621,656.21,O36.1920,M,Abo isoimmunizat-deliver
65621,656.21,O36.1930,M,Abo isoimmunizat-deliver
65621,656.21,O36.1111,M,Abo isoimmunizat-deliver
65621,656.21,O36.1112,M,Abo isoimmunizat-deliver
65621,656.21,O36.1113,M,Abo isoimmunizat-deliver
65621,656.21,O36.1114,M,Abo isoimmunizat-deliver
65621,656.21,O36.1115,M,Abo isoimmunizat-deliver
65621,656.21,O36.1119,M,Abo isoimmunizat-deliver
65621,656.21,O36.1121,M,Abo isoimmunizat-deliver
65621,656.21,O36.1122,M,Abo isoimmunizat-deliver
65621,656.21,O36.1123,M,Abo isoimmunizat-deliver
65621,656.21,O36.1124,M,Abo isoimmunizat-deliver
65621,656.21,O36.1125,M,Abo isoimmunizat-deliver
65621,656.21,O36.1129,M,Abo isoimmunizat-deliver
65621,656.21,O36.1131,M,Abo isoimmunizat-deliver
65621,656.21,O36.1132,M,Abo isoimmunizat-deliver
65621,656.21,O36.1133,M,Abo isoimmunizat-deliver
65621,656.21,O36.1134,M,Abo isoimmunizat-deliver
65621,656.21,O36.1135,M,Abo isoimmunizat-deliver
65621,656.21,O36.1139,M,Abo isoimmunizat-deliver
65621,656.21,O36.1911,M,Abo isoimmunizat-deliver
65621,656.21,O36.1912,M,Abo isoimmunizat-deliver
65621,656.21,O36.1913,M,Abo isoimmunizat-deliver
65621,656.21,O36.1914,M,Abo isoimmunizat-deliver
65621,656.21,O36.1915,M,Abo isoimmunizat-deliver
65621,656.21,O36.1919,M,Abo isoimmunizat-deliver
65621,656.21,O36.1921,M,Abo isoimmunizat-deliver
65621,656.21,O36.1922,M,Abo isoimmunizat-deliver
65621,656.21,O36.1923,M,Abo isoimmunizat-deliver
65621,656.21,O36.1924,M,Abo isoimmunizat-deliver
65621,656.21,O36.1925,M,Abo isoimmunizat-deliver
65621,656.21,O36.1929,M,Abo isoimmunizat-deliver
65621,656.21,O36.1931,M,Abo isoimmunizat-deliver
65621,656.21,O36.1932,M,Abo isoimmunizat-deliver
65621,656.21,O36.1933,M,Abo isoimmunizat-deliver
65621,656.21,O36.1934,M,Abo isoimmunizat-deliver
65621,656.21,O36.1935,M,Abo isoimmunizat-deliver
65621,656.21,O36.1939,M,Abo isoimmunizat-deliver
65623,656.23,O36.1110,M,Abo isoimmunizat-antepar
65623,656.23,O36.1120,M,Abo isoimmunizat-antepar
65623,656.23,O36.1130,M,Abo isoimmunizat-antepar
65623,656.23,O36.1910,M,Abo isoimmunizat-antepar
65623,656.23,O36.1920,M,Abo isoimmunizat-antepar
65623,656.23,O36.1930,M,Abo isoimmunizat-antepar
65623,656.23,O36.1111,M,Abo isoimmunizat-antepar
65623,656.23,O36.1112,M,Abo isoimmunizat-antepar
65623,656.23,O36.1113,M,Abo isoimmunizat-antepar
65623,656.23,O36.1114,M,Abo isoimmunizat-antepar
65623,656.23,O36.1115,M,Abo isoimmunizat-antepar
